Series_Title,Overview,clean_text
Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","Gran Torino Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino. Drama Clint Eastwood Clint Eastwood Bee Vang Christopher Carley Ahney Her"
Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Harry Potter and the Deathly Hallows: Part 2 Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts. Adventure, Drama, Fantasy David Yates Daniel Radcliffe Emma Watson Rupert Grint Michael Gambon"
Okuribito,A newly unemployed cellist takes a job preparing the dead for funerals.,"Okuribito A newly unemployed cellist takes a job preparing the dead for funerals. Drama, Music Yôjirô Takita Masahiro Motoki Ryôko Hirosue Tsutomu Yamazaki Kazuko Yoshiyuki"
Hachi: A Dog's Tale,A college professor bonds with an abandoned dog he takes into his home.,"Hachi: A Dog's Tale A college professor bonds with an abandoned dog he takes into his home. Biography, Drama, Family Lasse Hallström Richard Gere Joan Allen Cary-Hiroyuki Tagawa Sarah Roemer"
Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.","Mary and Max A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. Animation, Comedy, Drama Adam Elliot Toni Collette Philip Seymour Hoffman Eric Bana Barry Humphries"
How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","How to Train Your Dragon A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed. Animation, Action, Adventure Dean DeBlois Chris Sanders Jay Baruchel Gerard Butler Christopher Mintz-Plasse"
Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.","Into the Wild After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life. Adventure, Biography, Drama Sean Penn Emile Hirsch Vince Vaughn Catherine Keener Marcia Gay Harden"
No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"No Country for Old Men Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande. Crime, Drama, Thriller Ethan Coen Joel Coen Tommy Lee Jones Javier Bardem Josh Brolin"
Lage Raho Munna Bhai,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,"Lage Raho Munna Bhai Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer. Comedy, Drama, Romance Rajkumar Hirani Sanjay Dutt Arshad Warsi Vidya Balan Boman Irani"
Million Dollar Baby,A determined woman works with a hardened boxing trainer to become a professional.,"Million Dollar Baby A determined woman works with a hardened boxing trainer to become a professional. Drama, Sport Clint Eastwood Hilary Swank Clint Eastwood Morgan Freeman Jay Baruchel"
Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","Hotel Rwanda Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa. Biography, Drama, History Terry George Don Cheadle Sophie Okonedo Joaquin Phoenix Xolani Mali"
Taegukgi hwinalrimyeo,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.","Taegukgi hwinalrimyeo When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle. Action, Drama, War Je-kyu Kang Jang Dong-Gun Won Bin Eun-ju Lee Hyeong-jin Kong"
Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Before Sunset Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour. Drama, Romance Richard Linklater Ethan Hawke Julie Delpy Vernon Dobtcheff Louise Lemoine Torrès"
Munna Bhai M.B.B.S.,A gangster sets out to fulfill his father's dream of becoming a doctor.,"Munna Bhai M.B.B.S. A gangster sets out to fulfill his father's dream of becoming a doctor. Comedy, Drama, Musical Rajkumar Hirani Sanjay Dutt Arshad Warsi Gracy Singh Sunil Dutt"
Salinui chueok,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","Salinui chueok In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit. Crime, Drama, Mystery Bong Joon Ho Kang-ho Song Kim Sang-kyung Roe-ha Kim Jae-ho Song"
Dil Chahta Hai,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","Dil Chahta Hai Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension. Comedy, Drama, Romance Farhan Akhtar Aamir Khan Saif Ali Khan Akshaye Khanna Preity Zinta"
Kill Bill: Vol. 1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","Kill Bill: Vol. 1 After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her. Action, Crime, Drama Quentin Tarantino Uma Thurman David Carradine Daryl Hannah Michael Madsen"
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Finding Nemo After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home. Animation, Adventure, Comedy Andrew Stanton Lee Unkrich Albert Brooks Ellen DeGeneres Alexander Gould"
Catch Me If You Can,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.","Catch Me If You Can Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit. Biography, Crime, Drama Steven Spielberg Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen"
Amores perros,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Amores perros A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love. Drama, Thriller Alejandro G. Iñárritu Emilio Echevarría Gael García Bernal Goya Toledo Álvaro Guerrero"
"Monsters, Inc.","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","Monsters, Inc. In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think. Animation, Adventure, Comedy Pete Docter David Silverman Lee Unkrich Billy Crystal John Goodman"
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni Concurrent theatrical ending of the TV series Shin seiki evangerion (1995). Animation, Action, Drama Hideaki Anno Kazuya Tsurumaki Megumi Ogata Megumi Hayashibara Yûko Miyamura"
Lagaan: Once Upon a Time in India,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,"Lagaan: Once Upon a Time in India The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers. Adventure, Drama, Musical Ashutosh Gowariker Aamir Khan Raghuvir Yadav Gracy Singh Rachel Shelley"
